idSport;Session;date;debut;details;fin;idLieu
10;BOX03;28/07/2024;11:00;"57kg - Hommes, 1/32 finale combat 1
71kg - Hommes, 1/32 finale, combat 1
71kg - Hommes, 1/32 finale, combat 2
92kg - Hommes, 1/16 finale, combat 1
92kg - Hommes, 1/16 finale, combat 2
50kg - Femmes, 1/32 finale combat 1
50kg - Femmes, 1/32 finale combat 2
66kg - Femmes, 1/32 finale combat 3";13:10:00;3
10;BOX04;28/07/2024;15:30:00;"57kg - Hommes, 1/32 finale combat 2
71kg - Hommes, 1/32 finale, combat 3
92kg - Hommes, 1/16 finale, combat 3
92kg - Hommes, 1/16 finale, combat 4
92kg - Hommes, 1/16 finale, combat 4
50kg - Femmes, 1/32 finale combat 3
50kg - Femmes, 1/32 finale combat 4
66kg - Femmes, 1/32 finale combat 2";17:40:00;3
10;BOX05;28/07/2024;20:00;"71kg - Hommes, 1/32 finale combat 4
92kg - Hommes, 1/16 finale, combat 6
92kg - Hommes, 1/16 finale, combat 7
92kg - Hommes, 1/16 finale, combat 8
50kg - Femmes, 1/32 finale combat 5
50kg - Femmes, 1/32 finale combat 6
66kg - Femmes, 1/32 finale combat 3
66kg - Femmes, 1/32 finale combat 4";22:10:00;3
10;BOX06;29/07/2024;11:00;"60kg - Femmes, 1/16 finale combat 7
60kg - Femmes, 1/16 finale combat 8
60kg - Femmes, 1/16 finale combat 9
63,5kg - Hommes, 1/16 finale combat 5
63,5kg - Hommes, 1/16 finale combat 6
63,5kg - Hommes, 1/16 finale combat 7
 +92kg - Hommes, 1/16 finale  combat 1
 +92kg - Hommes, 1/16 finale  combat 2";13:10:00;3
10;BOX07;29/07/2024;15:30:00;"60kg - Femmes, 1/16 finale combat 10
60kg - Femmes, 1/16 finale combat 11
63,5kg - Hommes, 1/16 finale combat 8
63,5kg - Hommes, 1/16 finale combat 9
63,5kg - Hommes, 1/16 finale combat 10
 +92kg - Hommes, 1/16 finale  combat 3
 +92kg - Hommes, 1/16 finale  combat 4
 +92kg - Hommes, 1/16 finale  combat 5";17:40:00;3
10;BOX08;29/07/2024;20:00;"60kg - Femmes, 1/16 finale combat 12
60kg - Femmes, 1/16 finale combat 13
60kg - Femmes, 1/16 finale combat 14
63,5kg - Hommes, 1/16 finale combat 11
63,5kg - Hommes, 1/16 finale combat 12
 +92kg - Hommes, 1/16 finale  combat 6
 +92kg - Hommes, 1/16 finale  combat 7
 +92kg - Hommes, 1/16 finale  combat 8";22:10:00;3
10;BOX09;30/07/2024;11:00;"51kg - Hommes, 1/16 finale combat 1
51kg - Hommes, 1/16 finale combat 2
51kg - Hommes, 1/16 finale combat 3
80kg - Hommes, 1/16 finale combat 3
80kg - Hommes, 1/16 finale combat 4
54kg - Femmes, 1/16 finale  combat 7
54kg - Femmes, 1/16 finale  combat 8
54kg - Femmes, 1/16 finale  combat 9
57kg - Femmes, 1/32 finale  combat 1
57kg - Femmes, 1/32 finale  combat 2";13:40:00;3
10;BOX10;30/07/2024;15:30:00;"51kg - Hommes, 1/16 finale combat 4
51kg - Hommes, 1/16 finale combat 5
51kg - Hommes, 1/16 finale combat 6
80kg - Hommes, 1/16 finale combat 5
80kg - Hommes, 1/16 finale combat 6
54kg - Femmes, 1/16 finale  combat 10
54kg - Femmes, 1/16 finale  combat 11
54kg - Femmes, 1/16 finale  combat 12
57kg - Femmes, 1/32 finale  combat 3
57kg - Femmes, 1/32 finale  combat 4";18:10:00;3
10;BOX11;30/07/2024;20:00;"51kg - Hommes, 1/16 finale combat 7
51kg - Hommes, 1/16 finale combat 8
80kg - Hommes, 1/16 finale combat 7
80kg - Hommes, 1/16 finale combat 8
80kg - Hommes, 1/16 finale combat 9
80kg - Hommes, 1/16 finale combat 10
54kg - Femmes, 1/16 finale  combat 13
54kg - Femmes, 1/32 finale  combat 5
54kg - Femmes, 1/32 finale  combat 6";22:40:00;3
10;BOX12;31/07/2024;11:00;"57kg - Hommes, 1/16 finale combat 3
57kg - Hommes, 1/16 finale combat 4
71kg - Hommes, 1/16 finale combat 5
71kg - Hommes, 1/16 finale combat 6
75kg - Femmes, 1/16 finale  combat 1
75kg - Femmes, 1/16 finale  combat 2
75kg - Femmes, 1/16 finale  combat 3
75kg - Femmes, 1/16 finale  combat 4
60kg - Femmes, quart de finale combat 15";13:25:00;3
10;BOX13;31/07/2024;15:30:00;"57kg - Hommes, 1/16 finale combat 5
57kg - Hommes, 1/16 finale combat 6
57kg - Hommes, 1/16 finale combat 7
71kg - Hommes, 1/16 finale combat 7
71kg - Hommes, 1/16 finale combat 8
71kg - Hommes, 1/16 finale combat 9
75kg - Femmes, 1/16 finale  combat 5
75kg - Femmes, 1/16 finale  combat 6
60kg - Femmes, quart de finale combat 16
60kg - Femmes, quart de finale combat 17";18:10:00;3
10;BOX14;31/07/2024;20:00;"57kg - Hommes, 1/16 finale combat 8
57kg - Hommes, 1/16 finale combat 9
57kg - Hommes, 1/16 finale combat 10
71kg - Hommes, 1/16 finale combat 10
71kg - Hommes, 1/16 finale combat 11
71kg - Hommes, 1/16 finale combat 12
75kg - Femmes, 1/16 finale  combat 9
75kg - Femmes, 1/16 finale  combat 10
60kg - Hommes quart de finale combat 18";22:25:00;3
10;BOX15;01/08/2024;11:00;"50kg - Femmes, 1/16 finale combat 7
50kg - Femmes, 1/16 finale combat 8
50kg - Femmes, 1/16 finale combat 9
66kg - Femmes, 1/16 finale combat 5
66kg - Femmes, 1/16 finale combat 6
66kg - Femmes, 1/16 finale combat 7
54kg - Femmes, quart de finale combat 15
63,5kg - Hommes quart de finale combat 13
92kg - Hommes quart de finale combat 9";13:25:00;3
10;BOX16;01/08/2024;15:30:00;"50kg - Femmes, 1/16 finale combat 10
50kg - Femmes, 1/16 finale combat 11
50kg - Femmes, 1/16 finale combat 12
66kg - Femmes, 1/16 finale combat 8
66kg - Femmes, 1/16 finale combat 9
66kg - Femmes, 1/16 finale combat 10
54kg - Femmes, quart de finale combat 16
54kg - Femmes, quart de finale combat 17
92kg - Hommes quart de finale combat 11
63,5kg - Hommes quart de finale combat 14
92kg - Hommes quart de finale combat 10";18:10:00;3
10;BOX17;01/08/2024;20:00;"50kg - Femmes, 1/16 finale combat 13 
50kg - Femmes, 1/16 finale combat 14
66kg - Femmes, 1/16 finale combat 11
66kg - Femmes, 1/16 finale combat 12
54kg - Femmes, quart de finale combat 18
63,5kg - Hommes quart de finale combat 15
63,5kg - Hommes quart de finale combat 16
92kg - Hommes quart de finale combat 11
92kg - Hommes quart de finale combat 12";22:25:00;3
10;BOX18;02/08/2024;15:30:00;"57kg - Femmes, 1/16 finale combat 7
57kg - Femmes, 1/16 finale combat 8
57kg - Femmes, 1/16 finale combat 9
57kg - Femmes, 1/16 finale combat 10
51kg - Hommes quart de finale combat 9
51kg - Hommes quart de finale combat 10
80kg - Hommes quart de finale combat 11
80kg - Hommes quart de finale combat 12
 +92 kg- Hommes, quart de finale combat 9
 +92 kg- Hommes, quart de finale combat 10";18:10:00;3
10;BOX19;02/08/2024;20:00;"57kg - Femmes, 1/16 finale combat 11
57kg - Femmes, 1/16 finale combat 12
57kg - Femmes, 1/16 finale combat 13
57kg - Femmes, 1/16 finale combat 14
51kg - Hommes quart de finale combat 11
51kg - Hommes quart de finale combat 12
80kg - Hommes quart de finale combat 13
80kg - Hommes quart de finale combat 14
 +92 kg- Hommes, quart de finale combat 11
 +92 kg- Hommes, quart de finale combat 12";22:40:00;3
10;BOX20;03/08/2024;15:30:00;"57kg - Hommes, quart de finale, combat 11
57kg - Hommes, quart de finale, combat 12
71kg - Hommes, quart de finale, combat 13
71kg - Hommes, quart de finale, combat 14
50kg - Femmes, quart de finale, combat 15
50kg - Femmes, quart de finale, combat 16
66kg - femmes, quart de finale, combat 13
66kg - femmes, quart de finale, combat 14
60kg - femmes, quart de finale, combat 19";17:55:00;3
10;BOX21;03/08/2024;20:00;"57kg - Hommes, quart de finale, combat 13
57kg - Hommes, quart de finale, combat 14
71kg - Hommes, quart de finale, combat 15
71kg - Hommes, quart de finale, combat 16
50kg - Femmes, quart de finale, combat 17
50kg - Femmes, quart de finale, combat 18
66kg - femmes, quart de finale, combat 15
66kg - femmes, quart de finale, combat 16
60kg - femmes, quart de finale, combat 20";22:25:00;3
10;BOX22;04/08/2024;11:00;"57kg - femmes, quart de finale combat 15
57kg - femmes, quart de finale combat 16
75kg - femmes, quart de finale combat 9
75kg - femmes, quart de finale combat 10
54kg - femmes, demi-finale combat 19
51kg - hommes, demi-finale combat 13
63,5kg - hommes, demi-finale combat 17
80kg - hommes, demi-finale combat 15
92kg - hommes, demi-finale combat 13";13:25:00;3
10;BOX23;04/08/2024;15:30:00;"57kg - femmes, quart de finale combat 17
57kg - femmes, quart de finale combat 18
75kg - femmes, quart de finale combat 11
75kg - femmes, quart de finale combat 12
54kg - femmes, demi-finale combat 20
51kg - hommes, demi-finale combat 14
63,5kg - hommes, demi-finale combat 18
80kg - hommes, demi-finale combat 16
92kg - hommes, demi-finale combat 14";17:55:00;3
10;BOX25;07/08/2024;21:30:00;"57kg - femmes, demi-finale combat 19
57kg - femmes, demi-finale combat 20
 +92kg - hommes, demi-finale combat 13
 +92kg - hommes, demi-finale combat 14
63,5kg - hommes, finale combat 19
80kg - hommes, finale combat 17
63,5kg - hommes, cérémonie
80kg - hommes, cérémonie";23:30:00;33
10;BOX26;08/08/2024;21:30:00;"57kg - hommes, demi-finale combat 15
57kg - hommes, demi-finale combat 16
75kg - femmes, demi-finale combat 13
75kg - femmes, demi-finale combat 14
51kg - hommes, finale, combat 15
54kg - femmes, finale, combat 21";23:30:00;33
10;BOX27;09/08/2024;21:30:00;"71kg - hommes, finale combat 19
50kg - femmes, finale combat 21
71kg - hommes, cérémonie
92kg - hommes, finale combat 15
50kg - femmes, cérémonie
66kg - femmes, finale combat 19
92kg - hommes, cérémonie
66kg - femmes, cérémonie";23:30:00;33
10;BOX28;10/08/2024;21:30:00;"57kg - femmes, finale combat 21
57kg - hommes, finale combat 17
57kg - femmes, cérémonie
75kg - femmes, finale combat 15
57kg - hommes, cérémonie
 +92kg - hommes, finale combat 15
75kg - femmes, cérémonie
 +92kg - femmes, cérémonie";23:30:00;33
11;BKG01;09/08/2024;16:00;Femmes, qualifications;18:00;10
11;BKG02;09/08/2024;20:00;Femmes, finale;22:00;10
11;BKG03;10/08/2024;16:00;Hommes, qualifications;18:00;10
11;BKG04;10/08/2024;20:00;Hommes, finale;22:00;10
12;CSL01;27/07/2024;15:00;"Canoë - hommes, éliminatoires - manches 1 et 2
Kayak - femmes, éliminatoires - manches 1 et 2";19:10:00;31
12;CSL02;28/07/2024;15:30:00;"Kayak - femmes, demi-finale
Kayak - femmes, finale";18:50:00;31
12;CSL03;29/07/2024;15:30:00;"Canoë - hommes, demi-finale
Canoë - hommes, finale";18:30:00;31
12;CSL04;30/07/2024;15:00;"Canoë - femmes, éliminatoires - manches 1 et 2
Kayak - hommes, éliminatoires - manches 1 et 2";19:10:00;31
12;CSL05;31/07/2024;15:30:00;"Canoë - femmes, demi-finale
Canoë - femmes, finale";18:30:00;31
12;CSL06;01/08/2024;15:30:00;"Kayak - hommes, demi-finale
Kayak - hommes, finale";18:35:00;31
12;CSL07;03/08/2024;15:30:00;"Kayak Cross - femmes, contre-la-montre
Kayak Cross - hommes, contre-la-montre
Kayak Cross - femmes, Repêchage 1
Kayak Cross - hommes, Repêchage 1
Kayak Cross - femmes, Repêchage 2
Kayak Cross - hommes, Repêchage 2";19:15:00;31
12;CSL08;04/08/2024;15:30:00;"Kayak Cross - hommes, Eliminatoires
Kayak Cross - femmes, Eliminatoires";17:25:00;31
12;CSL09;05/08/2024;15:30:00;"Kayak Cross - femmes, quarts de finale
Kayak Cross - hommes, quarts de finale
Kayak Cross - femmes, demi-finales
Kayak Cross - hommes, demi-finales
Kayak Cross - femmes, petite finale
Kayak Cross - hommes, petite finale
Kayak Cross - femmes, finale
Kayak Cross - hommes, finale";17:30:00;31
12;CSP01;06/08/2024;09:30:00;"Kayak à quatre (K4) 500 m - femmes, éliminatoires
Kayak à quatre (K4) 500 m - hommes, éliminatoires
Canoë biplace (C2) 500 m - hommes, éliminatoires
Canoë biplace (C2) 500 m - femmes, éliminatoires
Kayak biplace (K2) 500 m - femmes, éliminatoires
Kayak biplace (K2) 500 m - hommes, éliminatoires
Canoë biplace (C2) 500 m - hommes, quarts de finale
Canoë biplace (C2) 500 m - femmes, quarts de finale
Kayak biplace (K2) 500 m - femmes, quarts de finale
Kayak biplace (K2) 500 m - hommes, quarts de finale";14:50:00;30
12;CSP02;07/08/2024;09:30:00;"Kayak monoplace (K1) 500 m - femmes, éliminatoires
Kayak monoplace (K1) 1 000 m - hommes, éliminatoires
Canoë monoplace (C1) 1 000 m - hommes, éliminatoires
Kayak monoplace (K1) 500m - femmes, quarts de finale
Kayak monoplace (K1) 1 000 m - hommes, quarts de finale
Canoë monoplace (C1) 1 000 m - hommes, quarts de finale";15:10:00;31
12;CSP03;08/08/2024;10:30:00;"Canoë monoplace (C1) 200 m - femmes, éliminatoires
Canoë biplace (C2) 500 m - hommes, demi-finales
Kayak à quatre (K4) 500 m - femmes, demi-finales
Kayak à quatre (K4) 500 m - hommes, demi-finales
Canoë monoplace (C1) 200 m - femmes, quarts de finale
Canoë biplace (C2) 500 m - hommes, finale B
Canoë biplace (C2) 500 m - hommes, finale A
Kayak à quatre (K4) 500 m - femmes, finale A
Kayak à quatre (K4) 500 m - hommes, finale A";14:30:00;31
12;CSP04;09/08/2024;10:30:00;"Canoë biplace (C2) 500 m - femmes, demi-finales
Kayak biplace (K2) 500 m - femmes, demi-finales
Kayak biplace (K2) 500 m - hommes, demi-finales
Canoë monoplace (C1) 1 000 m - hommes, demi-finales
Canoë biplace (C2) 500 m - femmes, finale B
Canoë biplace (C2) 500 m - femmes, finale A
Kayak biplace (K2) 500 m - femmes, finale B
Kayak biplace (K2) 500 m - femmes, finale A
Kayak biplace (K2) 500 m - hommes, finale B
Kayak biplace (K2) 500 m - hommes, finale A
Canoë monoplace (C1) 1 000 m - hommes,finale B
Canoë monoplace (C1) 1 000 m - hommes,finale A";14:40:00;31
12;CSP05;10/08/2024;10:30:00;"Kayak monoplace (K1) 500 m - femmes, demi-finales
Kayak monoplace (K1) 1 000 m - hommes, demi-finales
Canoë monoplace (C1) 200 m - femmes, demi-finales
Kayak monoplace (K1) 500 m - femmes, finale C
Kayak monoplace (K1) 500 m - femmes, finale B
Kayak monoplace (K1) 500 m - femmes, finale A
Kayak monoplace (K1) 1 000 m - hommes, finale B
Kayak monoplace (K1) 1 000 m - hommes, finale A
Canoë monoplace (C1) 200 m - femmes, finale B
Canoë monoplace (C1) 200 m - femmes, finale A";14:20:00;30
14;CTR01;05/08/2024;17:00;"Vitesse par équipes - femmes, qualifications
Poursuite équipes - hommes, qualifications
Vitesse par équipes - femmes, 1er tour
Vitesse par équipes - hommes, qualifications
Vitesse par équipes - femmes, finales";19:40:00;38
14;CTR02;06/08/2024;17:30:00;"Poursuite par équipes - femmes, qualifications
Vitesse par équipes - hommes, 1er tour
Poursuite par équipes - hommes, 1er tour
Vitesse par équipes - hommes, finales";19:55:00;38
14;CTR03;07/08/2024;12:45:00;"Vitesse - hommes, qualifications
Keirin - femmes, 1er tour
Poursuite par équipes - femmes, 1er tour
Vitesse - hommes, 32e finale
Keirin - femmes, repêchages
Vitesse - hommes, 32e finale - repêchages";15:30:00;38
14;CTR04;07/08/2024;17:30:00;"Vitesse - hommes, 16e finale
Poursuite par équipes - hommes, finales
Vitesse - hommes, 16e finale - repêchages
Poursuite par équipes - femmes, finales
Vitesse - hommes, 8e finale
Vitesse - hommes, 8e finale - repêchages";19:50:00;38
14;CTR05;08/08/2024;17:00;"Omnium - hommes, scratch 1/4
Keirin - femmes, 1/4 finale
Omnium - hommes, course tempo 2/4
Vitesse - hommes, 1/4 finale
Keirin - femmes, 1/2 finales
Omnium - hommes, course à l'élimination
Keirin - femmes, finale 7-12
Keirin - femmes, finale 1-6
Omnium - hommes, course aux points 4/4
Vitesse - hommes, places 5-8";19:55:00;38
14;CTR06;09/08/2024;14:00;"Vitesse - femmes, qualifications
Vitesse - hommes, 1/2 finales
Vitesse - femmes, 32e finale
Vitesse - femmes, 32e finale - repêchages";15:45:00;38
14;CTR07;09/08/2024;18:00;"Madison - femmes, finale
Vitesse - femmes, 16e finale
Vitesse - hommes, finales
Vitesse - femmes, 16e finale - repêchages";19:55:00;38
14;CTR08;10/08/2024;17:00;"Vitesse - femmes, 8e finale
Keirin - hommes, 1er tour
Vitesse - femmes, 8e finale - repêchages
Madison - hommes, finale
Vitesse - femmes, 1/4 finale
Keirin - hommes, repêchages";19:50:00;38
14;CTR09;11/08/2024;11:00;"Omnium - femmes, scratch 1/4
Vitesse - femmes, 1/2 finales
Keirin - hommes, 1/4 finale
Omnium - femmes, course tempo 2/4
Vitesse - femmes, places 5-8
Keirin - hommes, 1/2 finales
Omnium - femmes, course à l'élimination
Keirin - hommes, finale 7-12
Keirin - hommes, finale 1-6
Vitesse - femmes, finales
Omnium - femmes, course aux points 4/4";14:15:00;38
15;CRD01;27/07/2024;14:30:00;"Contre-la-montre individuel - femmes
Contre-la-montre individuel - hommes";18:30:00;15
15;CRD02;03/08/2024;11:00;Course sur route - hommes;18:15:00;37
15;CRD03;04/08/2024;14:00;Course sur route - femmes;18:45:00;37
15;CLB01;05/08/2024;10:00;"Bloc - hommes, demi-finale
Vitesse - femmes, qualifications";14:00;21
15;CLB02;06/08/2024;10:00;"Bloc - femmes, demi-finale
Vitesse - hommes, qualifications";14:00;21
15;CLB03;07/08/2024;10:00;"Difficulté - hommes, demi-finale
Vitesse - femmes, finale";13:15:00;21
15;CLB04;08/08/2024;10:00;"Difficulté - femmes, demi-finale
Vitesse - hommes, finale";13:15:00;21
15;CLB05;09/08/2024;10:15:00;Bloc & Difficulté - hommes, finale;13:20:00;21
15;CLB06;10/08/2024;10:15:00;Bloc & Difficulté - femmes, finale;13:20:00;21
17;FEN01;27/07/2024;10:00;"Épée individuelle - femmes, tableau de 64
Sabre individuel - hommes, tableau de 64
Épée individuelle - femmes, tableau de 32
Sabre individuel - hommes, tableau de 32
Épée individuelle - femmes, tableau de 16
Sabre individuel - hommes, tableau de 16
Épée individuelle - femmes, 1/4 finale
Sabre individuel - hommes, 1/4 finale";16:40:00;12
17;FEN02;27/07/2024;19:00;"Épée individuelle - femmes, 1/2 finales
Sabre individuel - hommes, 1/2 finales
Épée individuelle - femmes, match de bronze
Sabre individuel - hommes, match bronze
Épée individuelle - femmes, match d'or
Sabre individuel - hommes, match d'or";22:50:00;12
17;FEN03;28/07/2024;09:30:00;"Fleuret individuel - femmes, tableau de 64
Épée individuelle - hommes, tableau de 64
Fleuret individuel - femmes, tableau de 32
Épée individuelle - hommes, tableau de 32
Fleuret individuel - femmes, tableau de 16
Épée individuelle - hommes, tableau de 16
Fleuret individuel - femmes, 1/4 finale
Épée individuelle - hommes, 1/4 finale";16:50:00;12
17;FEN04;28/07/2024;19:00;"Fleuret individuel - femmes, 1/2 finales
Épée individuelle - hommes, 1/2 finales
Fleuret individuel- femmes, match bronze
Épée individuelle - hommes, match bronze
Fleuret individuel - femmes, match d'or
Épée individuelle - hommes, match d'or";23:10:00;12
17;FEN05;29/07/2024;09:30:00;"Sabre individuel - femmes, tableau de 64
Fleuret individuel - hommes, tableau de 64
Sabre individuel - femmes, tableau de 32
Fleuret individuel - hommes, tableau de 32
Sabre individuel - femmes, tableau de 16
Fleuret individuel - hommes, tableau de 16
Sabre individuel - femmes, 1/4 finale
Fleuret individuel - hommes, 1/4 finale";16:50:00;12
17;FEN06;29/07/2024;19:00;"Sabre individuel - femmes, 1/2 finales
Fleuret individuel - hommes, 1/2 finales
Sabre individuel - femmes, match bronze
Fleuret individuel - hommes, match bronze
Sabre individuel - femmes, match d'or
Fleuret individuel - hommes, match d'or";23:10:00;12
17;FEN07;30/07/2024;12:00;"Épée par équipes - femmes, tableau de 16
Épée par équipes - femmes, 1/4 finale
Épée par équipes - femmes, classement 5-8
Épée par équipes - femmes, 1/2 finales
Épée par équipes - femmes, placement 5-6, 7-8";17:30:00;12
17;FEN08;30/07/2024;19:30:00;"Épée par équipes - femmes, match bronze
Épée par équipes - femmes, match d'or";21:40:00;12
17;FEN09;31/07/2024;12:00;"Sabre par équipes - hommes, tableau de 16
Sabre par équipes - hommes, 1/4 finale
Sabre par équipes - hommes, classement 5-8
Sabre par équipes - hommes, 1/2 finales
Sabre par équipes - hommes, placement 5-6, 7-8";17:30:00;12
17;FEN10;31/07/2024;19:30:00;"Sabre par équipes - hommes, match bronze
Sabre par équipes - hommes, match d'or";21:40:00;12
17;FEN11;01/08/2024;10:00;"Fleuret par équipes - femmes, tableau de 16
Fleuret par équipes - femmes, 1/4 finale
Fleuret par équipes - femmes, classement 5-8
Fleuret par équipes - femmes, 1/2 finales
Fleuret par équipes - femmes, placement 5-6, 7-8";17:10:00;12
17;FEN12;01/08/2024;19:10:00;"Fleuret par équipes - femmes, match bronze
Fleuret par équipes - femmes, match d'or";22:00;12
17;FEN13;02/08/2024;12:00;"Épée par équipes - hommes, tableau de 16
Épée par équipes - hommes, 1/4 finale
Épée par équipes - hommes, classement 5-8
Épée par équipes - hommes, 1/2 finales
Épée par équipes - hommes, placement 5-6, 7-8";17:30:00;12
17;FEN14;02/08/2024;19:30:00;"Épée par équipes - hommes, match bronze
Épée par équipes - hommes, match d'or";21:40:00;12
17;FEN15;03/08/2024;11:30:00;"Sabre par équipes - femmes, tableau de 16
Sabre par équipes - femmes, 1/4 finale
Sabre par équipes - femmes, classement 5-8
Sabre par équipes - femmes, 1/2 finales
Sabre par équipes - femmes, placement 5-6, 7-8";17:00;12
17;FEN16;03/08/2024;19:00;"Sabre par équipes - femmes, match bronze
Sabre par équipes - femmes, match d'or";21:10:00;12
17;FEN17;04/08/2024;10:00;"Fleuret par équipes - hommes, tableau de 16
Fleuret par équipes - hommes, 1/4 finale
Fleuret par équipes - hommes, classement 5-8
Fleuret par équipes - hommes, 1/2 finales
Fleuret par équipes - hommes, placement 5-6, 7-8";17:10:00;12
17;FEN18;04/08/2024;19:10:00;"Fleuret par équipes - hommes, match bronze
Fleuret par équipes - hommes, match d'or";22:00;12
19;FBL01;24/07/2024;15:00;Hommes, éliminatoires - groupe C (C1vsC2) - Match N°5;17:00;17
19;FBL02;24/07/2024;15:00;Hommes, éliminatoires - groupe B (B1vsB2) - Match N°3;17:00;29
19;FBL03;24/07/2024;17:00;Hommes, éliminatoires - groupe C (C3vsC4) - Match N°6;19:00;25
19;FBL04;24/07/2024;17:00;Hommes, éliminatoires - groupe A (A3vsA4) - Match N°2;19:00;28
19;FBL05;24/07/2024;19:00;Hommes, éliminatoires - groupe D (D1vsD2) - Match N°8;21:00;23
19;FBL06;24/07/2024;19:00;Hommes, éliminatoires - groupe B (B3vsB4) - Match N°4;21:00;26
19;FBL07;24/07/2024;21:00;Hommes, éliminatoires - groupe D (D3vsD4) - Match N°7;23:00;17
19;FBL08;24/07/2024;21:00;Hommes, éliminatoires - groupe A (A1vsA2) - Match N°1;23:00;27
19;FBL09;25/07/2024;17:00;Femmes, éliminatoires - groupe C (C1vsC2) - Match N°5;19:00;25
19;FBL10;25/07/2024;17:00;Femmes, éliminatoires - groupe A (A3vsA4) - Match N°2;19:00;29
19;FBL11;25/07/2024;19:00;Femmes, éliminatoires - groupe C (C3vsC4) - Match N°6;21:00;23
19;FBL12;25/07/2024;19:00;Femmes, éliminatoires - groupe B (B3vsB4) - Match N°4;21:00;27
19;FBL13;25/07/2024;21:00;Femmes, éliminatoires - groupe A (A1vsA2) -Match N°1;23:00;26
19;FBL14;25/07/2024;21:00;Femmes, éliminatoires - groupe B (B1vsB2) - Match N°3;23:00;28
19;FBL15;27/07/2024;15:00;Hommes, éliminatoires - groupe C (C4vsC2) - Match N°14;17:00;23
19;FBL16;27/07/2024;15:00;Hommes, éliminatoires - groupe B (B1vsB3) - Match N°11;17:00;26
19;FBL17;27/07/2024;17:00;Hommes, éliminatoires - groupe C (C1vsC3) - Match N°13;19:00;25
19;FBL18;27/07/2024;17:00;Hommes, éliminatoires - groupe B (B4vsB2) - Match N°12;19:00;29
19;FBL19;27/07/2024;19:00;Hommes, éliminatoires - groupe D (D2vsD4) - Match N°15;21:00;17
19;FBL20;27/07/2024;19:00;Hommes, éliminatoires - groupe A (A4vsA2) - Match N°10;21:00;27
19;FBL21;27/07/2024;21:00;Hommes, éliminatoires  - groupe D  (D1vsD3) - Match N°16;23:00;23
19;FBL22;27/07/2024;21:00;Hommes, éliminatoires - groupe A (A1vsA3) - Match N°9;23:00;28
19;FBL23;28/07/2024;17:00;Femmes, éliminatoires - groupe C (C4vsC2) - Match N°12;19:00;17
19;FBL24;28/07/2024;17:00;Femmes, éliminatoires - groupe A (A4vsA2) - Match N°8;19:00;26
19;FBL25;28/07/2024;19:00;Femmes, éliminatoires - groupe C (C1vsC3) - Match N°11;21:00;25
19;FBL26;28/07/2024;19:00;Femmes, éliminatoires - groupe B (B4vsB2) - Match N°10;21:00;28
19;FBL27;28/07/2024;21:00;Femmes, éliminatoires - groupe A (A1vsA3) - Match N°7;23:00;29
19;FBL28;28/07/2024;21:00;Femmes, éliminatoires - groupe B (B1vsB3) - Match N°9;23:00;27
19;FBL29;30/07/2024;15:00;Hommes, éliminatoires - groupe C (C4vsC1) - Match N°21;17:00;17
19;FBL30;30/07/2024;15:00;Hommes, éliminatoires - groupe C (C2vsC3) - Match N°22;17:00;23
19;FBL31;30/07/2024;17:00;Hommes, éliminatoires - groupe B (B4vsB1) - Match N°19;19:00;26
19;FBL32;30/07/2024;17:00;Hommes, éliminatoires - groupe B (B2vsB3) - Match N°20;19:00;28
19;FBL33;30/07/2024;19:00;Hommes, éliminatoires - groupe A (A2vsA3) - Match N°18;21:00;29
19;FBL34;30/07/2024;19:00;Hommes, éliminatoires - groupe A (A4vsA1) - Match N°17;21:00;27
19;FBL35;30/07/2024;21:00;Hommes, éliminatoires - groupe D (D2vsD3) - Match N°24;23:00;17
19;FBL36;30/07/2024;21:00;Hommes, éliminatoires - groupe D (D4vsD1) - Match N°23;23:00;25
19;FBL37;31/07/2024;17:00;Femmes, éliminatoires - groupe C (C2vsC3) - Match N°18;19:00;25
19;FBL38;31/07/2024;17:00;Femmes, éliminatoires - groupe C (C4vsC1) - Match N°17;19:00;23
19;FBL39;31/07/2024;19:00;Femmes, éliminatoires - groupe B (B2vsB3) - Match N°16;21:00;29
19;FBL40;31/07/2024;19:00;Femmes, éliminatoires - groupe B (B4vsB1) - Match N°15;21:00;27
19;FBL41;31/07/2024;21:00;Femmes, éliminatoires - groupe A (A4vsA1) - Match N°13;23:00;26
19;FBL42;31/07/2024;21:00;Femmes, éliminatoires - groupe A (A2vsA3) - Match N°14;23:00;28
19;FBL43;02/08/2024;15:00;Hommes, quart de finale (1Bvs2A) - Match N°26;18:00;17
19;FBL44;02/08/2024;17:00;Hommes, quart de finale (1Dvs2C) - Match N°28;20:00;26
19;FBL45;02/08/2024;19:00;Hommes, quart de finale (1Cvs2D) - Match N°27;22:00;27
19;FBL46;02/08/2024;21:00;Hommes, quart de finale (1Avs2B) - Match N°25;00:00;23
19;FBL47;03/08/2024;15:00;Femmes, quart de finale (1Bvs2C) - Match N°20;18:00;17
19;FBL48;03/08/2024;17:00;Femmes, quart de finale (1Cvs3A/B) - Match N°21;20:00;26
19;FBL49;03/08/2024;19:00;Femmes, quart de finale (2Avs2B) - Match N°22;22:00;27
19;FBL50;03/08/2024;21:00;Femmes, quart de finale (A1vs3B/C) - Match N°19;00:00;25
19;FBL51;05/08/2024;18:00;Hommes, demi-finale (V26vsV28) - Match N°30;21:00;27
